NAME,TEAM,OVERALLATTRIBUTE,CLOSESHOT,MIDRANGESHOT,THREEPOINTSHOT,FREETHROW,SHOTIQ,OFFENSIVECONSISTENCY,LAYUP,STANDINGDUNK,DRIVINGDUNK,POSTHOOK,POSTFADE,POSTCONTROL,DRAWFOUL,HANDS,INTERIORDEFENSE,PERIMETERDEFENSE,STEAL,BLOCK,LATERALQUICKNESS,HELPDEFENSEIQ,PASSPERCEPTION,DEFENSIVECONSISTENCY,SPEED,ACCELERATION,STRENGTH,VERTICAL,STAMINA,HUSTLE,OVERALLDURABILITY,PASSACCURACY,BALLHANDLE,SPEEDWITHBALL,PASSIQ,PASSVISION,OFFENSIVEREBOUND,DEFENSIVEREBOUND
Caleb Martin,Miami Heat,79,83.0,90.0,82.0,80.0,80.0,80.0,84.0,25.0,70.0,55.0,54.0,54.0,69.0,75.0,68.0,75.0,49.0,56.0,74.0,74.0,72.0,70.0,55.0,55.0,58.0,74.0,85.0,90.0,80.0,62.0,69.0,54.0,69.0,35.0,48.0,62.0
Thomas Bryant,Miami Heat,76,90.0,85.0,80.0,74.0,50.0,80.0,72.0,75.0,65.0,77.0,77.0,77.0,58.0,78.0,63.0,40.0,33.0,62.0,57.0,79.0,50.0,50.0,62.0,57.0,80.0,52.0,88.0,95.0,82.0,40.0,53.0,53.0,42.0,29.0,67.0,84.0
Kevin Love,Miami Heat,76,94.0,77.0,77.0,88.0,60.0,45.0,72.0,70.0,50.0,77.0,84.0,84.0,50.0,95.0,69.0,50.0,31.0,47.0,54.0,75.0,57.0,50.0,66.0,38.0,77.0,70.0,75.0,96.0,77.0,65.0,52.0,33.0,77.0,49.0,51.0,95.0
Kyle Lowry,Miami Heat,76,97.0,75.0,78.0,85.0,70.0,50.0,70.0,25.0,25.0,38.0,44.0,40.0,45.0,95.0,68.0,84.0,49.0,51.0,86.0,83.0,81.0,80.0,84.0,84.0,67.0,72.0,96.0,97.0,79.0,80.0,86.0,84.0,80.0,71.0,38.0,57.0
Josh Richardson,Miami Heat,75,88.0,90.0,79.0,85.0,70.0,60.0,75.0,50.0,78.0,30.0,48.0,32.0,45.0,80.0,69.0,84.0,70.0,51.0,85.0,80.0,80.0,80.0,80.0,80.0,57.0,72.0,95.0,80.0,83.0,69.0,78.0,79.0,68.0,65.0,40.0,49.0
Duncan Robinson,Miami Heat,74,81.0,81.0,84.0,71.0,75.0,65.0,75.0,30.0,70.0,40.0,44.0,35.0,64.0,90.0,50.0,52.0,35.0,25.0,65.0,50.0,50.0,30.0,59.0,59.0,35.0,72.0,85.0,75.0,83.0,66.0,72.0,56.0,70.0,39.0,32.0,53.0
Nikola Jovic,Miami Heat,74,85.0,70.0,67.0,72.0,79.0,75.0,79.0,30.0,60.0,55.0,60.0,44.0,47.0,80.0,59.0,62.0,49.0,50.0,65.0,60.0,57.0,40.0,68.0,68.0,44.0,72.0,85.0,70.0,80.0,69.0,70.0,67.0,68.0,33.0,49.0,58.0
Orlando Robinson,Miami Heat,72,85.0,69.0,74.0,72.0,85.0,70.0,60.0,70.0,60.0,49.0,48.0,50.0,38.0,85.0,54.0,36.0,43.0,71.0,36.0,55.0,54.0,45.0,49.0,49.0,64.0,64.0,80.0,85.0,77.0,52.0,40.0,35.0,54.0,34.0,80.0,78.0
Jamal Cain,Miami Heat,70,80.0,59.0,70.0,80.0,75.0,65.0,80.0,65.0,70.0,59.0,55.0,57.0,40.0,75.0,60.0,68.0,31.0,75.0,68.0,55.0,50.0,50.0,66.0,66.0,60.0,75.0,80.0,70.0,83.0,44.0,53.0,60.0,49.0,32.0,62.0,75.0
Udonis Haslem,Miami Heat,70,82.0,66.0,71.0,75.0,64.0,60.0,52.0,55.0,61.0,62.0,68.0,60.0,56.0,64.0,74.0,55.0,64.0,40.0,48.0,70.0,66.0,60.0,54.0,33.0,73.0,60.0,78.0,90.0,76.0,29.0,35.0,31.0,64.0,29.0,57.0,80.0
Haywood Highsmith,Miami Heat,70,70.0,70.0,80.0,73.0,75.0,55.0,68.0,35.0,50.0,42.0,44.0,41.0,44.0,80.0,41.0,60.0,56.0,58.0,70.0,55.0,65.0,35.0,70.0,70.0,50.0,79.0,80.0,65.0,86.0,55.0,70.0,64.0,55.0,30.0,55.0,67.0
Justin Champagnie,Miami Heat,70,70.0,67.0,75.0,71.0,75.0,50.0,74.0,65.0,75.0,48.0,44.0,40.0,45.0,75.0,49.0,52.0,42.0,53.0,68.0,55.0,52.0,40.0,73.0,73.0,40.0,78.0,80.0,92.0,80.0,62.0,65.0,66.0,62.0,30.0,78.0,62.0
Jamaree Bouyea,Miami Heat,67,76.0,67.0,73.0,72.0,50.0,40.0,76.0,25.0,45.0,27.0,35.0,31.0,40.0,75.0,42.0,68.0,70.0,45.0,74.0,65.0,67.0,50.0,83.0,83.0,41.0,70.0,85.0,85.0,82.0,75.0,76.0,83.0,70.0,72.0,30.0,45.0
Dru Smith,Miami Heat,67,57.0,74.0,76.0,84.0,55.0,55.0,79.0,40.0,45.0,38.0,37.0,40.0,40.0,80.0,40.0,63.0,53.0,40.0,69.0,65.0,68.0,50.0,70.0,70.0,43.0,62.0,85.0,75.0,80.0,74.0,76.0,70.0,74.0,70.0,36.0,44.0
Giannis Antetokounmpo,Milwaukee Bucks,96,90.0,74.0,71.0,65.0,98.0,98.0,98.0,85.0,91.0,79.0,74.0,87.0,97.0,95.0,92.0,92.0,38.0,80.0,95.0,96.0,88.0,95.0,90.0,87.0,94.0,85.0,98.0,95.0,91.0,84.0,87.0,80.0,95.0,77.0,62.0,91.0
Jrue Holiday,Milwaukee Bucks,87,90.0,86.0,82.0,86.0,98.0,95.0,88.0,25.0,65.0,30.0,72.0,40.0,59.0,98.0,44.0,95.0,79.0,50.0,96.0,89.0,93.0,95.0,79.0,79.0,49.0,68.0,90.0,92.0,80.0,84.0,86.0,79.0,85.0,79.0,43.0,55.0
Khris Middleton,Milwaukee Bucks,85,90.0,90.0,83.0,90.0,85.0,80.0,84.0,40.0,65.0,67.0,80.0,83.0,65.0,85.0,72.0,84.0,43.0,40.0,84.0,83.0,80.0,80.0,71.0,72.0,73.0,66.0,92.0,80.0,90.0,78.0,77.0,71.0,78.0,75.0,43.0,60.0
Brook Lopez,Milwaukee Bucks,84,97.0,84.0,83.0,77.0,98.0,95.0,70.0,80.0,65.0,84.0,84.0,84.0,70.0,95.0,92.0,45.0,35.0,90.0,60.0,93.0,69.0,90.0,25.0,25.0,89.0,60.0,92.0,90.0,79.0,35.0,35.0,25.0,78.0,32.0,59.0,64.0
Bobby Portis,Milwaukee Bucks,82,98.0,90.0,77.0,82.0,92.0,80.0,74.0,75.0,70.0,80.0,80.0,82.0,74.0,85.0,78.0,40.0,35.0,42.0,50.0,75.0,65.0,65.0,65.0,64.0,80.0,64.0,85.0,90.0,84.0,55.0,52.0,59.0,52.0,38.0,68.0,89.0
Jae Crowder,Milwaukee Bucks,78,92.0,86.0,83.0,80.0,80.0,45.0,77.0,70.0,60.0,63.0,65.0,60.0,47.0,85.0,70.0,78.0,40.0,53.0,79.0,80.0,90.0,75.0,68.0,69.0,82.0,73.0,93.0,93.0,89.0,65.0,75.0,66.0,83.0,38.0,34.0,68.0
Malik Beasley,Milwaukee Bucks,76,91.0,73.0,79.0,80.0,95.0,80.0,80.0,45.0,78.0,63.0,65.0,41.0,50.0,76.0,48.0,66.0,43.0,35.0,75.0,60.0,54.0,45.0,75.0,75.0,55.0,79.0,93.0,85.0,84.0,69.0,79.0,68.0,70.0,36.0,34.0,56.0
Grayson Allen,Milwaukee Bucks,75,77.0,70.0,84.0,90.0,80.0,80.0,85.0,25.0,70.0,31.0,43.0,42.0,69.0,78.0,35.0,72.0,42.0,37.0,74.0,70.0,74.0,45.0,84.0,78.0,44.0,81.0,85.0,80.0,82.0,70.0,78.0,79.0,78.0,42.0,41.0,47.0
Pat Connaughton,Milwaukee Bucks,75,80.0,69.0,77.0,66.0,80.0,80.0,84.0,30.0,86.0,35.0,34.0,30.0,66.0,90.0,35.0,69.0,41.0,40.0,74.0,50.0,54.0,50.0,77.0,78.0,45.0,95.0,80.0,90.0,83.0,69.0,78.0,65.0,78.0,33.0,41.0,66.0
Robin Lopez,Milwaukee Bucks,74,93.0,73.0,76.0,60.0,45.0,40.0,78.0,75.0,60.0,96.0,55.0,95.0,50.0,88.0,70.0,55.0,27.0,52.0,25.0,80.0,64.0,70.0,25.0,25.0,75.0,57.0,85.0,95.0,82.0,30.0,35.0,25.0,69.0,34.0,73.0,49.0
Goran Dragic,Milwaukee Bucks,73,82.0,78.0,80.0,73.0,60.0,50.0,75.0,25.0,45.0,25.0,60.0,39.0,79.0,85.0,32.0,73.0,33.0,37.0,73.0,74.0,70.0,70.0,76.0,76.0,44.0,72.0,92.0,85.0,84.0,80.0,86.0,76.0,80.0,72.0,34.0,44.0
Thanasis Antetokounmpo,Milwaukee Bucks,72,71.0,66.0,66.0,66.0,85.0,65.0,80.0,40.0,85.0,53.0,50.0,60.0,69.0,64.0,42.0,59.0,46.0,63.0,60.0,54.0,50.0,40.0,77.0,75.0,42.0,82.0,80.0,90.0,87.0,54.0,69.0,69.0,75.0,32.0,67.0,59.0
TyTy Washington,Milwaukee Bucks,72,70.0,77.0,70.0,75.0,85.0,60.0,76.0,25.0,75.0,25.0,38.0,26.0,50.0,80.0,55.0,66.0,46.0,35.0,76.0,62.0,70.0,40.0,80.0,80.0,54.0,79.0,95.0,85.0,80.0,68.0,86.0,80.0,69.0,65.0,29.0,52.0
MarJon Beauchamp,Milwaukee Bucks,72,72.0,76.0,77.0,78.0,50.0,70.0,75.0,40.0,70.0,29.0,42.0,44.0,40.0,74.0,54.0,69.0,49.0,35.0,74.0,65.0,69.0,45.0,76.0,76.0,52.0,82.0,89.0,70.0,80.0,65.0,70.0,70.0,67.0,32.0,58.0,52.0
Meyers Leonard,Milwaukee Bucks,72,86.0,80.0,81.0,84.0,70.0,55.0,70.0,70.0,70.0,52.0,38.0,52.0,45.0,36.0,70.0,43.0,32.0,55.0,45.0,70.0,59.0,60.0,43.0,38.0,65.0,72.0,76.0,62.0,80.0,30.0,32.0,26.0,57.0,34.0,76.0,85.0
A.J. Green,Milwaukee Bucks,71,60.0,78.0,84.0,90.0,60.0,80.0,71.0,40.0,40.0,34.0,34.0,48.0,45.0,80.0,40.0,63.0,36.0,25.0,66.0,50.0,60.0,45.0,69.0,69.0,42.0,75.0,80.0,75.0,80.0,61.0,70.0,68.0,68.0,33.0,39.0,50.0
Lindell Wigginton,Milwaukee Bucks,70,67.0,68.0,78.0,69.0,70.0,65.0,79.0,30.0,60.0,25.0,40.0,25.0,50.0,75.0,27.0,68.0,40.0,37.0,72.0,68.0,67.0,50.0,75.0,75.0,44.0,72.0,84.0,71.0,84.0,69.0,75.0,74.0,70.0,71.0,33.0,53.0
Anthony Edwards,Minnesota Timberwolves,88,80.0,85.0,81.0,77.0,90.0,98.0,94.0,50.0,90.0,60.0,62.0,62.0,84.0,98.0,50.0,74.0,63.0,57.0,78.0,74.0,70.0,70.0,89.0,89.0,52.0,86.0,89.0,90.0,83.0,74.0,86.0,83.0,79.0,68.0,33.0,66.0
Karl-Anthony Towns,Minnesota Timberwolves,85,97.0,94.0,79.0,89.0,80.0,90.0,78.0,90.0,75.0,85.0,84.0,85.0,70.0,98.0,69.0,50.0,38.0,57.0,61.0,79.0,55.0,55.0,76.0,76.0,87.0,70.0,98.0,80.0,82.0,60.0,65.0,66.0,79.0,71.0,53.0,78.0
Rudy Gobert,Minnesota Timberwolves,84,75.0,60.0,25.0,65.0,75.0,50.0,60.0,90.0,75.0,65.0,58.0,65.0,70.0,85.0,97.0,64.0,41.0,80.0,65.0,97.0,74.0,95.0,48.0,25.0,87.0,57.0,90.0,95.0,81.0,68.0,35.0,25.0,58.0,30.0,80.0,91.0
Jaden McDaniels,Minnesota Timberwolves,81,88.0,85.0,83.0,75.0,95.0,80.0,74.0,40.0,75.0,52.0,56.0,54.0,52.0,79.0,80.0,82.0,42.0,67.0,80.0,82.0,84.0,85.0,79.0,78.0,60.0,80.0,85.0,84.0,90.0,44.0,78.0,70.0,40.0,36.0,47.0,49.0
Naz Reid,Minnesota Timberwolves,80,90.0,70.0,78.0,68.0,95.0,90.0,82.0,80.0,80.0,69.0,58.0,69.0,84.0,94.0,77.0,54.0,46.0,78.0,54.0,77.0,59.0,55.0,50.0,49.0,80.0,70.0,88.0,92.0,80.0,59.0,58.0,49.0,65.0,39.0,59.0,82.0
Mike Conley,Minnesota Timberwolves,79,86.0,94.0,81.0,84.0,70.0,70.0,76.0,25.0,30.0,25.0,40.0,29.0,60.0,84.0,31.0,83.0,49.0,40.0,82.0,83.0,80.0,80.0,83.0,84.0,40.0,92.0,85.0,80.0,82.0,90.0,89.0,83.0,90.0,76.0,34.0,44.0
Jaylen Nowell,Minnesota Timberwolves,77,89.0,85.0,73.0,81.0,95.0,90.0,84.0,25.0,65.0,27.0,40.0,38.0,79.0,78.0,29.0,60.0,46.0,32.0,67.0,55.0,58.0,40.0,81.0,80.0,39.0,79.0,85.0,80.0,80.0,64.0,75.0,77.0,68.0,61.0,40.0,54.0
Kyle Anderson,Minnesota Timberwolves,77,97.0,71.0,81.0,74.0,95.0,80.0,79.0,55.0,45.0,45.0,48.0,41.0,49.0,70.0,60.0,79.0,56.0,67.0,80.0,78.0,75.0,75.0,66.0,67.0,62.0,66.0,85.0,64.0,83.0,78.0,81.0,65.0,79.0,70.0,42.0,69.0
Shake Milton,Minnesota Timberwolves,77,82.0,85.0,84.0,85.0,98.0,80.0,78.0,30.0,60.0,46.0,44.0,40.0,50.0,89.0,30.0,65.0,35.0,45.0,74.0,58.0,50.0,40.0,77.0,79.0,38.0,77.0,88.0,85.0,83.0,79.0,84.0,77.0,79.0,70.0,38.0,54.0
Nickeil Alexander-Walker,Minnesota Timberwolves,74,74.0,67.0,82.0,67.0,70.0,75.0,85.0,40.0,60.0,54.0,58.0,64.0,60.0,88.0,52.0,75.0,53.0,60.0,76.0,70.0,74.0,55.0,72.0,75.0,60.0,70.0,90.0,75.0,80.0,75.0,81.0,72.0,76.0,64.0,36.0,51.0
Austin Rivers,Minnesota Timberwolves,74,89.0,65.0,80.0,71.0,70.0,60.0,80.0,25.0,65.0,31.0,43.0,42.0,60.0,70.0,35.0,79.0,42.0,32.0,79.0,78.0,60.0,75.0,77.0,77.0,44.0,82.0,93.0,80.0,82.0,75.0,86.0,77.0,77.0,38.0,27.0,46.0
Troy Brown Jr.,Minnesota Timberwolves,73,85.0,74.0,81.0,91.0,75.0,55.0,70.0,30.0,70.0,54.0,59.0,54.0,65.0,80.0,48.0,72.0,42.0,40.0,78.0,72.0,71.0,55.0,70.0,71.0,58.0,69.0,85.0,80.0,81.0,75.0,77.0,61.0,75.0,32.0,44.0,59.0
Jordan McLaughlin,Minnesota Timberwolves,73,80.0,74.0,70.0,75.0,95.0,70.0,84.0,25.0,65.0,25.0,25.0,25.0,49.0,70.0,25.0,73.0,80.0,37.0,74.0,52.0,74.0,60.0,72.0,72.0,52.0,74.0,80.0,70.0,83.0,83.0,84.0,70.0,80.0,72.0,40.0,43.0
Luka Garza,Minnesota Timberwolves,73,82.0,70.0,81.0,70.0,85.0,85.0,69.0,60.0,45.0,69.0,69.0,69.0,59.0,85.0,54.0,30.0,31.0,35.0,32.0,52.0,56.0,30.0,40.0,40.0,69.0,48.0,80.0,85.0,80.0,55.0,35.0,34.0,55.0,42.0,91.0,61.0
Matt Ryan,Minnesota Timberwolves,71,67.0,67.0,82.0,90.0,80.0,65.0,67.0,40.0,55.0,40.0,40.0,40.0,37.0,95.0,42.0,64.0,35.0,32.0,64.0,55.0,50.0,40.0,55.0,55.0,54.0,69.0,89.0,70.0,79.0,65.0,67.0,52.0,68.0,32.0,32.0,43.0
Wendell Moore Jr.,Minnesota Timberwolves,71,66.0,70.0,76.0,81.0,70.0,45.0,71.0,50.0,80.0,52.0,52.0,52.0,52.0,72.0,66.0,72.0,70.0,39.0,82.0,70.0,72.0,60.0,70.0,70.0,58.0,83.0,85.0,90.0,80.0,57.0,67.0,68.0,54.0,58.0,37.0,49.0
Josh Minott,Minnesota Timberwolves,70,74.0,65.0,64.0,75.0,50.0,30.0,75.0,65.0,80.0,51.0,55.0,52.0,40.0,75.0,48.0,63.0,63.0,74.0,70.0,60.0,65.0,60.0,72.0,72.0,62.0,80.0,80.0,80.0,80.0,62.0,63.0,68.0,60.0,44.0,66.0,69.0
Zion Williamson,New Orleans Pelicans,90,98.0,70.0,73.0,72.0,98.0,98.0,98.0,95.0,97.0,90.0,80.0,92.0,94.0,95.0,59.0,55.0,46.0,56.0,76.0,64.0,70.0,40.0,86.0,86.0,92.0,99.0,83.0,95.0,60.0,65.0,78.0,74.0,72.0,72.0,58.0,67.0
Brandon Ingram,New Orleans Pelicans,85,90.0,89.0,84.0,86.0,98.0,98.0,90.0,65.0,80.0,64.0,70.0,70.0,89.0,98.0,61.0,69.0,37.0,51.0,72.0,75.0,68.0,40.0,74.0,74.0,42.0,77.0,95.0,80.0,85.0,75.0,85.0,70.0,79.0,72.0,32.0,64.0
C.J. McCollum,New Orleans Pelicans,84,87.0,83.0,82.0,78.0,98.0,95.0,88.0,30.0,40.0,38.0,46.0,32.0,79.0,91.0,35.0,70.0,40.0,53.0,76.0,70.0,50.0,65.0,82.0,84.0,60.0,80.0,98.0,95.0,80.0,78.0,86.0,82.0,82.0,72.0,37.0,54.0
Jonas Valanciunas,New Orleans Pelicans,83,95.0,71.0,77.0,83.0,70.0,70.0,80.0,80.0,65.0,87.0,64.0,86.0,65.0,95.0,75.0,43.0,31.0,62.0,48.0,80.0,54.0,60.0,62.0,46.0,89.0,54.0,90.0,90.0,81.0,36.0,35.0,33.0,65.0,41.0,83.0,94.0
Trey Murphy,New Orleans Pelicans,80,92.0,74.0,84.0,91.0,98.0,90.0,74.0,65.0,88.0,42.0,44.0,43.0,50.0,90.0,69.0,69.0,49.0,56.0,70.0,69.0,59.0,65.0,84.0,84.0,60.0,82.0,85.0,85.0,80.0,59.0,50.0,74.0,64.0,32.0,40.0,52.0
Herbert Jones,New Orleans Pelicans,79,85.0,71.0,76.0,75.0,90.0,85.0,79.0,55.0,75.0,62.0,62.0,62.0,55.0,85.0,62.0,88.0,86.0,60.0,87.0,84.0,83.0,85.0,74.0,74.0,59.0,72.0,82.0,85.0,80.0,69.0,75.0,69.0,75.0,42.0,52.0,50.0
Jose Alvarado,New Orleans Pelicans,77,83.0,72.0,77.0,79.0,75.0,60.0,83.0,25.0,30.0,35.0,30.0,30.0,40.0,85.0,31.0,85.0,89.0,45.0,87.0,85.0,85.0,85.0,76.0,76.0,42.0,78.0,80.0,79.0,80.0,75.0,73.0,75.0,68.0,70.0,36.0,50.0
Larry Nance Jr.,New Orleans Pelicans,77,96.0,74.0,79.0,68.0,80.0,60.0,72.0,85.0,85.0,58.0,54.0,69.0,60.0,78.0,68.0,48.0,59.0,67.0,61.0,75.0,89.0,55.0,65.0,60.0,69.0,86.0,88.0,85.0,83.0,69.0,64.0,49.0,70.0,44.0,67.0,78.0
Naji Marshall,New Orleans Pelicans,75,81.0,89.0,73.0,80.0,85.0,60.0,84.0,45.0,70.0,60.0,60.0,63.0,69.0,80.0,52.0,60.0,43.0,45.0,65.0,62.0,64.0,40.0,62.0,62.0,60.0,75.0,85.0,70.0,80.0,67.0,74.0,62.0,71.0,54.0,40.0,62.0
Dyson Daniels,New Orleans Pelicans,75,75.0,72.0,72.0,63.0,75.0,65.0,81.0,25.0,75.0,44.0,55.0,47.0,44.0,85.0,57.0,79.0,73.0,51.0,80.0,78.0,78.0,75.0,79.0,84.0,52.0,75.0,89.0,85.0,80.0,82.0,86.0,79.0,82.0,64.0,42.0,66.0
Cody Zeller,New Orleans Pelicans,75,80.0,70.0,38.0,77.0,65.0,70.0,65.0,75.0,75.0,67.0,65.0,67.0,65.0,79.0,60.0,37.0,38.0,57.0,54.0,76.0,60.0,55.0,70.0,40.0,75.0,80.0,89.0,95.0,84.0,68.0,40.0,31.0,64.0,37.0,90.0,84.0
Kira Lewis Jr.,New Orleans Pelicans,73,78.0,66.0,78.0,80.0,65.0,70.0,73.0,25.0,45.0,25.0,45.0,32.0,50.0,86.0,34.0,67.0,41.0,40.0,75.0,68.0,65.0,40.0,92.0,93.0,49.0,70.0,85.0,80.0,84.0,75.0,86.0,82.0,75.0,52.0,36.0,67.0
E.J. Liddell,New Orleans Pelicans,70,80.0,79.0,76.0,76.0,40.0,45.0,75.0,55.0,60.0,66.0,71.0,68.0,37.0,85.0,65.0,54.0,44.0,79.0,60.0,62.0,54.0,50.0,73.0,73.0,65.0,89.0,80.0,65.0,80.0,59.0,60.0,59.0,58.0,49.0,59.0,66.0
Dereon Seabron,New Orleans Pelicans,67,65.0,66.0,60.0,69.0,50.0,40.0,74.0,40.0,80.0,44.0,47.0,50.0,40.0,98.0,49.0,71.0,42.0,45.0,70.0,57.0,44.0,50.0,83.0,85.0,83.0,85.0,89.0,70.0,83.0,64.0,68.0,74.0,60.0,44.0,33.0,50.0
Jalen Brunson,New York Knicks,88,96.0,94.0,85.0,84.0,98.0,98.0,90.0,40.0,50.0,50.0,56.0,50.0,88.0,98.0,55.0,70.0,41.0,40.0,78.0,65.0,55.0,65.0,82.0,82.0,42.0,69.0,93.0,92.0,81.0,87.0,88.0,81.0,88.0,74.0,34.0,47.0
Julius Randle,New York Knicks,85,98.0,78.0,79.0,76.0,95.0,98.0,92.0,85.0,80.0,79.0,60.0,86.0,92.0,85.0,77.0,73.0,36.0,42.0,76.0,73.0,52.0,75.0,73.0,76.0,87.0,69.0,95.0,90.0,84.0,74.0,80.0,68.0,84.0,67.0,53.0,86.0
Mitchell Robinson,New York Knicks,82,75.0,68.0,32.0,49.0,80.0,50.0,79.0,90.0,80.0,65.0,52.0,50.0,64.0,80.0,83.0,49.0,49.0,87.0,65.0,87.0,65.0,80.0,48.0,25.0,70.0,83.0,85.0,95.0,80.0,70.0,40.0,25.0,54.0,29.0,93.0,78.0
Immanuel Quickley,New York Knicks,82,95.0,84.0,82.0,82.0,98.0,98.0,86.0,40.0,55.0,50.0,51.0,45.0,86.0,98.0,37.0,71.0,43.0,40.0,74.0,69.0,44.0,55.0,82.0,82.0,54.0,79.0,89.0,85.0,79.0,84.0,86.0,76.0,84.0,78.0,38.0,57.0
R.J. Barrett,New York Knicks,82,78.0,73.0,74.0,74.0,80.0,90.0,89.0,45.0,80.0,52.0,55.0,79.0,80.0,85.0,58.0,82.0,32.0,37.0,83.0,79.0,74.0,75.0,84.0,84.0,76.0,82.0,95.0,80.0,80.0,79.0,83.0,82.0,84.0,46.0,38.0,60.0
Josh Hart,New York Knicks,80,82.0,67.0,80.0,74.0,90.0,90.0,86.0,25.0,70.0,39.0,58.0,42.0,84.0,95.0,46.0,72.0,49.0,40.0,77.0,70.0,70.0,65.0,81.0,83.0,44.0,69.0,90.0,95.0,82.0,73.0,78.0,79.0,75.0,63.0,57.0,78.0
Quentin Grimes,New York Knicks,78,82.0,80.0,81.0,79.0,95.0,85.0,79.0,25.0,70.0,39.0,58.0,42.0,65.0,80.0,46.0,78.0,37.0,53.0,82.0,78.0,77.0,75.0,86.0,86.0,63.0,75.0,85.0,80.0,80.0,70.0,74.0,79.0,65.0,37.0,37.0,47.0
Donte DiVincenzo,New York Knicks,77,97.0,63.0,84.0,84.0,85.0,80.0,75.0,25.0,75.0,28.0,45.0,38.0,44.0,70.0,58.0,82.0,70.0,37.0,85.0,84.0,88.0,80.0,89.0,89.0,60.0,95.0,90.0,85.0,81.0,77.0,77.0,81.0,74.0,64.0,47.0,60.0
Jericho Sims,New York Knicks,76,68.0,69.0,26.0,52.0,75.0,65.0,64.0,80.0,89.0,60.0,60.0,60.0,40.0,80.0,66.0,40.0,37.0,73.0,42.0,66.0,55.0,40.0,80.0,80.0,65.0,83.0,85.0,90.0,80.0,30.0,35.0,34.0,32.0,29.0,86.0,73.0
Isaiah Hartenstein,New York Knicks,76,89.0,70.0,56.0,75.0,85.0,75.0,77.0,75.0,65.0,56.0,57.0,59.0,69.0,75.0,60.0,41.0,43.0,75.0,50.0,65.0,54.0,40.0,62.0,62.0,62.0,70.0,80.0,88.0,77.0,50.0,56.0,42.0,60.0,33.0,88.0,81.0
Isaiah Roby,New York Knicks,74,80.0,74.0,73.0,75.0,95.0,80.0,78.0,75.0,75.0,50.0,51.0,62.0,60.0,85.0,62.0,60.0,53.0,51.0,63.0,60.0,60.0,50.0,74.0,72.0,60.0,79.0,80.0,85.0,80.0,48.0,55.0,50.0,47.0,41.0,48.0,79.0
Evan Fournier,New York Knicks,74,85.0,83.0,76.0,79.0,80.0,70.0,84.0,25.0,50.0,30.0,45.0,36.0,66.0,85.0,38.0,69.0,49.0,42.0,69.0,70.0,72.0,65.0,71.0,70.0,40.0,63.0,95.0,80.0,86.0,75.0,82.0,65.0,82.0,44.0,30.0,52.0
Miles McBride,New York Knicks,73,70.0,76.0,73.0,68.0,60.0,50.0,79.0,25.0,65.0,25.0,58.0,48.0,50.0,80.0,40.0,76.0,73.0,50.0,76.0,75.0,74.0,75.0,86.0,86.0,44.0,80.0,85.0,85.0,80.0,70.0,74.0,80.0,60.0,47.0,35.0,38.0
Duane Washington Jr.,New York Knicks,73,88.0,82.0,80.0,80.0,84.0,75.0,78.0,45.0,40.0,29.0,32.0,44.0,55.0,80.0,47.0,62.0,35.0,35.0,70.0,65.0,55.0,40.0,79.0,79.0,42.0,72.0,80.0,65.0,80.0,66.0,74.0,76.0,68.0,71.0,27.0,53.0
Nathan Knight,New York Knicks,73,70.0,70.0,73.0,84.0,85.0,50.0,67.0,70.0,65.0,60.0,60.0,60.0,58.0,60.0,65.0,37.0,46.0,56.0,43.0,65.0,50.0,60.0,67.0,65.0,75.0,55.0,80.0,85.0,80.0,55.0,47.0,32.0,62.0,32.0,66.0,56.0
Dylan Windler,New York Knicks,71,77.0,77.0,77.0,80.0,85.0,75.0,72.0,35.0,50.0,32.0,44.0,44.0,35.0,80.0,42.0,65.0,43.0,40.0,65.0,57.0,60.0,45.0,68.0,69.0,55.0,75.0,80.0,80.0,80.0,62.0,72.0,67.0,60.0,40.0,51.0,66.0
DaQuan Jeffries,New York Knicks,70,60.0,75.0,73.0,76.0,50.0,70.0,72.0,70.0,75.0,63.0,65.0,60.0,42.0,70.0,54.0,58.0,42.0,57.0,69.0,50.0,54.0,35.0,79.0,79.0,57.0,89.0,80.0,60.0,80.0,55.0,70.0,68.0,53.0,31.0,45.0,54.0
Shai Gilgeous-Alexander,Oklahoma City Thunder,93,96.0,96.0,80.0,90.0,98.0,98.0,96.0,40.0,75.0,66.0,73.0,72.0,98.0,98.0,68.0,79.0,70.0,66.0,83.0,80.0,80.0,80.0,86.0,86.0,60.0,85.0,97.0,98.0,80.0,96.0,93.0,85.0,97.0,89.0,59.0,54.0
Josh Giddey,Oklahoma City Thunder,83,89.0,75.0,75.0,75.0,98.0,98.0,89.0,45.0,65.0,55.0,58.0,55.0,89.0,95.0,50.0,69.0,40.0,51.0,73.0,69.0,66.0,65.0,79.0,79.0,60.0,74.0,88.0,95.0,80.0,96.0,89.0,79.0,95.0,92.0,59.0,77.0
Jalen Williams,Oklahoma City Thunder,82,88.0,84.0,80.0,79.0,80.0,90.0,87.0,25.0,80.0,47.0,50.0,50.0,75.0,87.0,55.0,69.0,66.0,56.0,72.0,68.0,70.0,65.0,88.0,88.0,50.0,83.0,90.0,80.0,80.0,78.0,82.0,83.0,78.0,60.0,43.0,56.0
