ID,LAST_NAME,FIRST_NAME,ACTIVE,IMAGE_URL,TEAM,OVERALLATTRIBUTE,CLOSESHOT,MIDRANGESHOT,THREEPOINTSHOT,FREETHROW,SHOTIQ,OFFENSIVECONSISTENCY,LAYUP,STANDINGDUNK,DRIVINGDUNK,POSTHOOK,POSTFADE,POSTCONTROL,DRAWFOUL,HANDS,INTERIORDEFENSE,PERIMETERDEFENSE,STEAL,BLOCK,LATERALQUICKNESS,HELPDEFENSEIQ,PASSPERCEPTION,DEFENSIVECONSISTENCY,SPEED,ACCELERATION,STRENGTH,VERTICAL,STAMINA,HUSTLE,OVERALLDURABILITY,PASSACCURACY,BALLHANDLE,SPEEDWITHBALL,PASSIQ,PASSVISION,OFFENSIVEREBOUND,DEFENSIVEREBOUND
203076,Davis,Anthony,True,https://cdn.nba.com/headshots/nba/latest/1040x760/203076.png,Los Angeles Lakers,93,97.0,79.0,70.0,80.0,80.0,98.0,85.0,90.0,88.0,83.0,86.0,86.0,90.0,95.0,94.0,80.0,42.0,86.0,78.0,97.0,82.0,95.0,79.0,78.0,92.0,86.0,97.0,98.0,78.0,60.0,75.0,67.0,72.0,48.0,80.0,89.0
1626174,Wood,Christian,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1626174.png,Los Angeles Lakers,82,95.0,73.0,80.0,78.0,98.0,95.0,87.0,90.0,85.0,81.0,79.0,81.0,65.0,95.0,74.0,51.0,36.0,75.0,56.0,74.0,62.0,45.0,56.0,59.0,74.0,66.0,93.0,85.0,83.0,30.0,60.0,44.0,40.0,43.0,54.0,86.0
1630559,Reaves,Austin,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630559.png,Los Angeles Lakers,82,94.0,95.0,83.0,85.0,90.0,90.0,82.0,25.0,70.0,31.0,32.0,32.0,95.0,85.0,35.0,73.0,36.0,51.0,73.0,73.0,70.0,65.0,83.0,83.0,44.0,81.0,85.0,80.0,80.0,70.0,73.0,78.0,74.0,53.0,35.0,47.0
1629060,Hachimura,Rui,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1629060.png,Los Angeles Lakers,79,81.0,87.0,77.0,75.0,75.0,65.0,73.0,80.0,80.0,74.0,70.0,72.0,60.0,85.0,60.0,54.0,32.0,53.0,67.0,59.0,50.0,35.0,72.0,74.0,79.0,80.0,90.0,85.0,80.0,51.0,72.0,67.0,54.0,31.0,43.0,65.0
1629020,Vanderbilt,Jarred,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1629020.png,Los Angeles Lakers,79,85.0,69.0,72.0,69.0,85.0,80.0,75.0,75.0,75.0,40.0,32.0,50.0,50.0,85.0,80.0,80.0,66.0,50.0,77.0,82.0,88.0,80.0,75.0,76.0,70.0,80.0,75.0,95.0,78.0,60.0,65.0,65.0,38.0,56.0,71.0,85.0
1629629,Reddish,Cam,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1629629.png,Los Angeles Lakers,75,95.0,58.0,81.0,84.0,70.0,85.0,78.0,50.0,80.0,43.0,52.0,47.0,70.0,95.0,55.0,81.0,59.0,52.0,81.0,80.0,80.0,75.0,85.0,85.0,52.0,84.0,90.0,65.0,80.0,68.0,81.0,79.0,69.0,36.0,35.0,45.0
1629216,Vincent,Gabe,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1629216.png,Los Angeles Lakers,75,89.0,94.0,75.0,89.0,75.0,80.0,76.0,25.0,45.0,26.0,32.0,26.0,59.0,80.0,37.0,60.0,53.0,32.0,65.0,60.0,57.0,45.0,73.0,73.0,40.0,66.0,85.0,69.0,82.0,74.0,76.0,70.0,74.0,53.0,33.0,44.0
1629637,Hayes,Jaxson,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1629637.png,Los Angeles Lakers,75,95.0,68.0,60.0,70.0,75.0,70.0,71.0,85.0,80.0,68.0,54.0,65.0,52.0,90.0,78.0,48.0,46.0,70.0,64.0,79.0,45.0,65.0,58.0,60.0,72.0,75.0,80.0,95.0,80.0,29.0,38.0,41.0,40.0,34.0,60.0,68.0
1627752,Prince,Taurean,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1627752.png,Los Angeles Lakers,75,90.0,74.0,82.0,84.0,70.0,60.0,70.0,75.0,70.0,52.0,45.0,51.0,55.0,85.0,64.0,74.0,38.0,52.0,76.0,68.0,81.0,60.0,80.0,78.0,60.0,84.0,84.0,85.0,81.0,68.0,70.0,69.0,55.0,40.0,32.0,52.0
1629117,Gabriel,Wenyen,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1629117.png,Los Angeles Lakers,75,87.0,62.0,71.0,63.0,75.0,70.0,70.0,75.0,75.0,52.0,38.0,46.0,44.0,70.0,69.0,59.0,38.0,68.0,62.0,70.0,54.0,55.0,66.0,64.0,69.0,75.0,80.0,85.0,81.0,55.0,60.0,58.0,59.0,29.0,86.0,67.0
202684,Thompson,Tristan,True,https://cdn.nba.com/headshots/nba/latest/1040x760/202684.png,Los Angeles Lakers,73,90.0,70.0,62.0,53.0,30.0,25.0,65.0,85.0,75.0,69.0,50.0,62.0,40.0,80.0,75.0,54.0,40.0,60.0,64.0,79.0,58.0,55.0,63.0,52.0,74.0,74.0,80.0,85.0,90.0,31.0,39.0,30.0,70.0,30.0,90.0,78.0
1631108,Christie,Max,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1631108.png,Los Angeles Lakers,71,70.0,76.0,86.0,82.0,60.0,45.0,70.0,35.0,80.0,39.0,42.0,42.0,41.0,90.0,44.0,63.0,35.0,51.0,70.0,60.0,57.0,50.0,87.0,87.0,55.0,82.0,98.0,80.0,80.0,68.0,70.0,78.0,66.0,29.0,32.0,61.0
1630590,Pippen Jr.,Scotty,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630590.png,Los Angeles Lakers,68,73.0,74.0,73.0,75.0,70.0,50.0,73.0,25.0,65.0,25.0,36.0,31.0,62.0,72.0,31.0,62.0,41.0,55.0,70.0,54.0,55.0,50.0,82.0,82.0,39.0,79.0,82.0,75.0,80.0,70.0,76.0,82.0,70.0,66.0,36.0,61.0
1629630,Morant,Ja,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1629630.png,Memphis Grizzlies,92,93.0,84.0,77.0,79.0,90.0,98.0,97.0,25.0,97.0,54.0,54.0,54.0,95.0,98.0,49.0,72.0,67.0,45.0,83.0,79.0,78.0,75.0,95.0,95.0,52.0,97.0,97.0,98.0,80.0,96.0,96.0,95.0,95.0,92.0,44.0,63.0
1628991,Jackson Jr.,Jaren,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1628991.png,Memphis Grizzlies,86,95.0,89.0,79.0,78.0,85.0,95.0,82.0,85.0,80.0,85.0,83.0,85.0,60.0,80.0,95.0,71.0,49.0,98.0,76.0,94.0,71.0,95.0,63.0,65.0,72.0,75.0,90.0,80.0,94.0,45.0,60.0,33.0,50.0,29.0,56.0,70.0
1630217,Bane,Desmond,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630217.png,Memphis Grizzlies,84,89.0,95.0,88.0,89.0,90.0,90.0,88.0,35.0,75.0,49.0,61.0,56.0,84.0,84.0,52.0,74.0,42.0,51.0,74.0,72.0,69.0,70.0,74.0,74.0,56.0,78.0,92.0,85.0,78.0,82.0,82.0,70.0,82.0,70.0,36.0,63.0
203935,Smart,Marcus,True,https://cdn.nba.com/headshots/nba/latest/1040x760/203935.png,Memphis Grizzlies,82,87.0,66.0,78.0,76.0,45.0,50.0,74.0,25.0,50.0,25.0,58.0,78.0,27.0,70.0,74.0,96.0,80.0,47.0,96.0,90.0,92.0,95.0,75.0,82.0,73.0,83.0,89.0,90.0,83.0,75.0,74.0,74.0,75.0,73.0,37.0,45.0
203500,Adams,Steven,True,https://cdn.nba.com/headshots/nba/latest/1040x760/203500.png,Memphis Grizzlies,80,91.0,65.0,26.0,37.0,60.0,65.0,69.0,70.0,70.0,79.0,62.0,82.0,49.0,79.0,82.0,55.0,43.0,80.0,63.0,85.0,79.0,80.0,48.0,37.0,81.0,68.0,88.0,90.0,82.0,69.0,35.0,33.0,68.0,42.0,97.0,83.0
1629634,Clarke,Brandon,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1629634.png,Memphis Grizzlies,78,95.0,80.0,57.0,72.0,60.0,30.0,65.0,80.0,84.0,63.0,62.0,62.0,64.0,80.0,78.0,75.0,42.0,70.0,78.0,78.0,72.0,75.0,82.0,83.0,64.0,82.0,90.0,95.0,80.0,59.0,69.0,65.0,62.0,37.0,66.0,78.0
1630214,Tillman,Xavier,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630214.png,Memphis Grizzlies,78,89.0,63.0,57.0,56.0,80.0,80.0,76.0,75.0,65.0,70.0,70.0,70.0,46.0,95.0,78.0,66.0,73.0,62.0,67.0,80.0,84.0,75.0,46.0,44.0,72.0,69.0,82.0,94.0,80.0,62.0,61.0,37.0,68.0,43.0,76.0,69.0
1628379,Kennard,Luke,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1628379.png,Memphis Grizzlies,77,89.0,83.0,92.0,94.0,85.0,90.0,75.0,30.0,60.0,28.0,50.0,35.0,49.0,95.0,35.0,51.0,40.0,32.0,65.0,50.0,50.0,45.0,69.0,68.0,40.0,60.0,92.0,85.0,80.0,76.0,78.0,66.0,79.0,37.0,29.0,53.0
1630583,Aldama,Santi,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630583.png,Memphis Grizzlies,77,85.0,74.0,78.0,74.0,90.0,80.0,66.0,70.0,65.0,69.0,69.0,69.0,55.0,85.0,65.0,54.0,40.0,67.0,54.0,74.0,59.0,45.0,44.0,44.0,70.0,59.0,80.0,80.0,79.0,60.0,42.0,40.0,50.0,34.0,52.0,69.0
201565,Rose,Derrick,True,https://cdn.nba.com/headshots/nba/latest/1040x760/201565.png,Memphis Grizzlies,76,84.0,70.0,75.0,92.0,90.0,90.0,86.0,25.0,45.0,55.0,55.0,55.0,65.0,85.0,50.0,67.0,37.0,53.0,75.0,66.0,64.0,40.0,86.0,86.0,50.0,89.0,85.0,95.0,69.0,83.0,86.0,86.0,88.0,70.0,37.0,50.0
1630528,Christopher,Josh,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1630528.png,Memphis Grizzlies,75,93.0,76.0,70.0,78.0,85.0,85.0,80.0,40.0,85.0,25.0,62.0,44.0,65.0,83.0,49.0,67.0,53.0,58.0,78.0,60.0,65.0,50.0,84.0,84.0,55.0,81.0,88.0,72.0,80.0,68.0,75.0,78.0,62.0,51.0,37.0,45.0
1631223,Roddy,David,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1631223.png,Memphis Grizzlies,73,85.0,70.0,73.0,61.0,50.0,75.0,77.0,50.0,60.0,62.0,62.0,62.0,59.0,81.0,64.0,65.0,41.0,53.0,70.0,69.0,62.0,55.0,75.0,74.0,73.0,66.0,88.0,85.0,80.0,62.0,66.0,54.0,60.0,30.0,45.0,56.0
1631222,LaRavia,Jake,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1631222.png,Memphis Grizzlies,72,72.0,72.0,81.0,78.0,60.0,65.0,73.0,60.0,75.0,45.0,47.0,46.0,61.0,70.0,69.0,43.0,42.0,45.0,69.0,66.0,58.0,40.0,59.0,59.0,62.0,72.0,88.0,85.0,80.0,69.0,68.0,57.0,68.0,33.0,50.0,54.0
1631254,Lofton Jr.,Kenneth,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1631254.png,Memphis Grizzlies,72,83.0,74.0,70.0,67.0,60.0,50.0,74.0,55.0,75.0,70.0,68.0,70.0,50.0,80.0,57.0,38.0,41.0,50.0,57.0,57.0,52.0,50.0,64.0,64.0,82.0,70.0,85.0,90.0,80.0,60.0,62.0,58.0,64.0,66.0,77.0,73.0
1629723,Konchar,John,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1629723.png,Memphis Grizzlies,72,85.0,76.0,79.0,82.0,75.0,50.0,77.0,40.0,55.0,44.0,47.0,47.0,40.0,85.0,54.0,62.0,70.0,51.0,69.0,50.0,60.0,45.0,62.0,63.0,40.0,70.0,93.0,90.0,84.0,74.0,76.0,60.0,79.0,34.0,46.0,68.0
1630533,Williams,Ziaire,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630533.png,Memphis Grizzlies,72,86.0,83.0,70.0,71.0,70.0,45.0,82.0,65.0,80.0,48.0,44.0,58.0,55.0,75.0,60.0,73.0,40.0,47.0,77.0,70.0,71.0,65.0,87.0,87.0,40.0,82.0,90.0,88.0,80.0,50.0,79.0,82.0,54.0,32.0,36.0,56.0
1630225,Todd,Isaiah,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1630225.png,Memphis Grizzlies,70,69.0,70.0,74.0,76.0,60.0,40.0,70.0,70.0,80.0,62.0,62.0,62.0,34.0,80.0,55.0,52.0,35.0,50.0,65.0,58.0,54.0,40.0,60.0,60.0,70.0,80.0,80.0,75.0,80.0,59.0,69.0,52.0,57.0,39.0,55.0,59.0
1631246,Williams Jr.,Vince,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1631246.png,Memphis Grizzlies,69,68.0,71.0,78.0,78.0,60.0,40.0,69.0,35.0,70.0,41.0,53.0,39.0,44.0,76.0,35.0,64.0,68.0,35.0,71.0,55.0,68.0,45.0,68.0,68.0,52.0,70.0,87.0,65.0,80.0,69.0,70.0,60.0,65.0,31.0,48.0,58.0
1631367,Gilyard,Jacob,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1631367.png,Memphis Grizzlies,69,60.0,72.0,80.0,87.0,50.0,45.0,67.0,25.0,25.0,28.0,28.0,25.0,37.0,78.0,30.0,55.0,79.0,35.0,80.0,49.0,58.0,45.0,89.0,89.0,32.0,80.0,85.0,80.0,80.0,84.0,86.0,89.0,82.0,84.0,32.0,37.0
202710,Butler,Jimmy,True,https://cdn.nba.com/headshots/nba/latest/1040x760/202710.png,Miami Heat,95,97.0,80.0,76.0,85.0,90.0,95.0,92.0,40.0,80.0,80.0,80.0,80.0,98.0,98.0,75.0,90.0,90.0,51.0,92.0,92.0,96.0,95.0,84.0,83.0,76.0,78.0,97.0,95.0,81.0,84.0,86.0,82.0,88.0,73.0,65.0,60.0
1628389,Adebayo,Bam,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1628389.png,Miami Heat,87,94.0,88.0,69.0,80.0,60.0,60.0,81.0,85.0,80.0,80.0,80.0,81.0,70.0,90.0,93.0,83.0,49.0,65.0,73.0,92.0,80.0,90.0,74.0,74.0,85.0,83.0,92.0,90.0,90.0,72.0,69.0,66.0,74.0,63.0,63.0,84.0
1629639,Herro,Tyler,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1629639.png,Miami Heat,83,91.0,74.0,86.0,93.0,90.0,98.0,86.0,30.0,60.0,37.0,55.0,48.0,84.0,95.0,46.0,69.0,38.0,45.0,70.0,65.0,60.0,50.0,79.0,78.0,59.0,72.0,85.0,75.0,80.0,79.0,83.0,74.0,84.0,70.0,32.0,69.0
1628997,Martin,Caleb,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1628997.png,Miami Heat,79,83.0,90.0,82.0,80.0,80.0,80.0,84.0,25.0,70.0,55.0,54.0,54.0,69.0,75.0,68.0,75.0,49.0,56.0,74.0,74.0,72.0,70.0,55.0,55.0,58.0,74.0,85.0,90.0,80.0,62.0,69.0,54.0,69.0,35.0,48.0,62.0
1628418,Bryant,Thomas,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1628418.png,Miami Heat,76,90.0,85.0,80.0,74.0,50.0,80.0,72.0,75.0,65.0,77.0,77.0,77.0,58.0,78.0,63.0,40.0,33.0,62.0,57.0,79.0,50.0,50.0,62.0,57.0,80.0,52.0,88.0,95.0,82.0,40.0,53.0,53.0,42.0,29.0,67.0,84.0
201567,Love,Kevin,True,https://cdn.nba.com/headshots/nba/latest/1040x760/201567.png,Miami Heat,76,94.0,77.0,77.0,88.0,60.0,45.0,72.0,70.0,50.0,77.0,84.0,84.0,50.0,95.0,69.0,50.0,31.0,47.0,54.0,75.0,57.0,50.0,66.0,38.0,77.0,70.0,75.0,96.0,77.0,65.0,52.0,33.0,77.0,49.0,51.0,95.0
200768,Lowry,Kyle,True,https://cdn.nba.com/headshots/nba/latest/1040x760/200768.png,Miami Heat,76,97.0,75.0,78.0,85.0,70.0,50.0,70.0,25.0,25.0,38.0,44.0,40.0,45.0,95.0,68.0,84.0,49.0,51.0,86.0,83.0,81.0,80.0,84.0,84.0,67.0,72.0,96.0,97.0,79.0,80.0,86.0,84.0,80.0,71.0,38.0,57.0
1626196,Richardson,Josh,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1626196.png,Miami Heat,75,88.0,90.0,79.0,85.0,70.0,60.0,75.0,50.0,78.0,30.0,48.0,32.0,45.0,80.0,69.0,84.0,70.0,51.0,85.0,80.0,80.0,80.0,80.0,80.0,57.0,72.0,95.0,80.0,83.0,69.0,78.0,79.0,68.0,65.0,40.0,49.0
1629130,Robinson,Duncan,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1629130.png,Miami Heat,74,81.0,81.0,84.0,71.0,75.0,65.0,75.0,30.0,70.0,40.0,44.0,35.0,64.0,90.0,50.0,52.0,35.0,25.0,65.0,50.0,50.0,30.0,59.0,59.0,35.0,72.0,85.0,75.0,83.0,66.0,72.0,56.0,70.0,39.0,32.0,53.0
1631107,Jovic,Nikola,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1631107.png,Miami Heat,74,85.0,70.0,67.0,72.0,79.0,75.0,79.0,30.0,60.0,55.0,60.0,44.0,47.0,80.0,59.0,62.0,49.0,50.0,65.0,60.0,57.0,40.0,68.0,68.0,44.0,72.0,85.0,70.0,80.0,69.0,70.0,67.0,68.0,33.0,49.0,58.0
1631115,Robinson,Orlando,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1631115.png,Miami Heat,72,85.0,69.0,74.0,72.0,85.0,70.0,60.0,70.0,60.0,49.0,48.0,50.0,38.0,85.0,54.0,36.0,43.0,71.0,36.0,55.0,54.0,45.0,49.0,49.0,64.0,64.0,80.0,85.0,77.0,52.0,40.0,35.0,54.0,34.0,80.0,78.0
1631288,Cain,Jamal,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1631288.png,Miami Heat,70,80.0,59.0,70.0,80.0,75.0,65.0,80.0,65.0,70.0,59.0,55.0,57.0,40.0,75.0,60.0,68.0,31.0,75.0,68.0,55.0,50.0,50.0,66.0,66.0,60.0,75.0,80.0,70.0,83.0,44.0,53.0,60.0,49.0,32.0,62.0,75.0
2617,Haslem,Udonis,False,https://cdn.nba.com/headshots/nba/latest/1040x760/2617.png,Miami Heat,70,82.0,66.0,71.0,75.0,64.0,60.0,52.0,55.0,61.0,62.0,68.0,60.0,56.0,64.0,74.0,55.0,64.0,40.0,48.0,70.0,66.0,60.0,54.0,33.0,73.0,60.0,78.0,90.0,76.0,29.0,35.0,31.0,64.0,29.0,57.0,80.0
1629312,Highsmith,Haywood,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1629312.png,Miami Heat,70,70.0,70.0,80.0,73.0,75.0,55.0,68.0,35.0,50.0,42.0,44.0,41.0,44.0,80.0,41.0,60.0,56.0,58.0,70.0,55.0,65.0,35.0,70.0,70.0,50.0,79.0,80.0,65.0,86.0,55.0,70.0,64.0,55.0,30.0,55.0,67.0
1630551,Champagnie,Justin,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630551.png,Miami Heat,70,70.0,67.0,75.0,71.0,75.0,50.0,74.0,65.0,75.0,48.0,44.0,40.0,45.0,75.0,49.0,52.0,42.0,53.0,68.0,55.0,52.0,40.0,73.0,73.0,40.0,78.0,80.0,92.0,80.0,62.0,65.0,66.0,62.0,30.0,78.0,62.0
1631123,Bouyea,Jamaree,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1631123.png,Miami Heat,67,76.0,67.0,73.0,72.0,50.0,40.0,76.0,25.0,45.0,27.0,35.0,31.0,40.0,75.0,42.0,68.0,70.0,45.0,74.0,65.0,67.0,50.0,83.0,83.0,41.0,70.0,85.0,85.0,82.0,75.0,76.0,83.0,70.0,72.0,30.0,45.0
1630696,Smith,Dru,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630696.png,Miami Heat,67,57.0,74.0,76.0,84.0,55.0,55.0,79.0,40.0,45.0,38.0,37.0,40.0,40.0,80.0,40.0,63.0,53.0,40.0,69.0,65.0,68.0,50.0,70.0,70.0,43.0,62.0,85.0,75.0,80.0,74.0,76.0,70.0,74.0,70.0,36.0,44.0
203507,Antetokounmpo,Giannis,True,https://cdn.nba.com/headshots/nba/latest/1040x760/203507.png,Milwaukee Bucks,96,90.0,74.0,71.0,65.0,98.0,98.0,98.0,85.0,91.0,79.0,74.0,87.0,97.0,95.0,92.0,92.0,38.0,80.0,95.0,96.0,88.0,95.0,90.0,87.0,94.0,85.0,98.0,95.0,91.0,84.0,87.0,80.0,95.0,77.0,62.0,91.0
201950,Holiday,Jrue,True,https://cdn.nba.com/headshots/nba/latest/1040x760/201950.png,Milwaukee Bucks,87,90.0,86.0,82.0,86.0,98.0,95.0,88.0,25.0,65.0,30.0,72.0,40.0,59.0,98.0,44.0,95.0,79.0,50.0,96.0,89.0,93.0,95.0,79.0,79.0,49.0,68.0,90.0,92.0,80.0,84.0,86.0,79.0,85.0,79.0,43.0,55.0
203114,Middleton,Khris,True,https://cdn.nba.com/headshots/nba/latest/1040x760/203114.png,Milwaukee Bucks,85,90.0,90.0,83.0,90.0,85.0,80.0,84.0,40.0,65.0,67.0,80.0,83.0,65.0,85.0,72.0,84.0,43.0,40.0,84.0,83.0,80.0,80.0,71.0,72.0,73.0,66.0,92.0,80.0,90.0,78.0,77.0,71.0,78.0,75.0,43.0,60.0
201572,Lopez,Brook,True,https://cdn.nba.com/headshots/nba/latest/1040x760/201572.png,Milwaukee Bucks,84,97.0,84.0,83.0,77.0,98.0,95.0,70.0,80.0,65.0,84.0,84.0,84.0,70.0,95.0,92.0,45.0,35.0,90.0,60.0,93.0,69.0,90.0,25.0,25.0,89.0,60.0,92.0,90.0,79.0,35.0,35.0,25.0,78.0,32.0,59.0,64.0
1626171,Portis,Bobby,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1626171.png,Milwaukee Bucks,82,98.0,90.0,77.0,82.0,92.0,80.0,74.0,75.0,70.0,80.0,80.0,82.0,74.0,85.0,78.0,40.0,35.0,42.0,50.0,75.0,65.0,65.0,65.0,64.0,80.0,64.0,85.0,90.0,84.0,55.0,52.0,59.0,52.0,38.0,68.0,89.0
203109,Crowder,Jae,True,https://cdn.nba.com/headshots/nba/latest/1040x760/203109.png,Milwaukee Bucks,78,92.0,86.0,83.0,80.0,80.0,45.0,77.0,70.0,60.0,63.0,65.0,60.0,47.0,85.0,70.0,78.0,40.0,53.0,79.0,80.0,90.0,75.0,68.0,69.0,82.0,73.0,93.0,93.0,89.0,65.0,75.0,66.0,83.0,38.0,34.0,68.0
1627736,Beasley,Malik,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1627736.png,Milwaukee Bucks,76,91.0,73.0,79.0,80.0,95.0,80.0,80.0,45.0,78.0,63.0,65.0,41.0,50.0,76.0,48.0,66.0,43.0,35.0,75.0,60.0,54.0,45.0,75.0,75.0,55.0,79.0,93.0,85.0,84.0,69.0,79.0,68.0,70.0,36.0,34.0,56.0
1628960,Allen,Grayson,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1628960.png,Milwaukee Bucks,75,77.0,70.0,84.0,90.0,80.0,80.0,85.0,25.0,70.0,31.0,43.0,42.0,69.0,78.0,35.0,72.0,42.0,37.0,74.0,70.0,74.0,45.0,84.0,78.0,44.0,81.0,85.0,80.0,82.0,70.0,78.0,79.0,78.0,42.0,41.0,47.0
1626192,Connaughton,Pat,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1626192.png,Milwaukee Bucks,75,80.0,69.0,77.0,66.0,80.0,80.0,84.0,30.0,86.0,35.0,34.0,30.0,66.0,90.0,35.0,69.0,41.0,40.0,74.0,50.0,54.0,50.0,77.0,78.0,45.0,95.0,80.0,90.0,83.0,69.0,78.0,65.0,78.0,33.0,41.0,66.0
201577,Lopez,Robin,True,https://cdn.nba.com/headshots/nba/latest/1040x760/201577.png,Milwaukee Bucks,74,93.0,73.0,76.0,60.0,45.0,40.0,78.0,75.0,60.0,96.0,55.0,95.0,50.0,88.0,70.0,55.0,27.0,52.0,25.0,80.0,64.0,70.0,25.0,25.0,75.0,57.0,85.0,95.0,82.0,30.0,35.0,25.0,69.0,34.0,73.0,49.0
201609,Dragic,Goran,False,https://cdn.nba.com/headshots/nba/latest/1040x760/201609.png,Milwaukee Bucks,73,82.0,78.0,80.0,73.0,60.0,50.0,75.0,25.0,45.0,25.0,60.0,39.0,79.0,85.0,32.0,73.0,33.0,37.0,73.0,74.0,70.0,70.0,76.0,76.0,44.0,72.0,92.0,85.0,84.0,80.0,86.0,76.0,80.0,72.0,34.0,44.0
203648,Antetokounmpo,Thanasis,True,https://cdn.nba.com/headshots/nba/latest/1040x760/203648.png,Milwaukee Bucks,72,71.0,66.0,66.0,66.0,85.0,65.0,80.0,40.0,85.0,53.0,50.0,60.0,69.0,64.0,42.0,59.0,46.0,63.0,60.0,54.0,50.0,40.0,77.0,75.0,42.0,82.0,80.0,90.0,87.0,54.0,69.0,69.0,75.0,32.0,67.0,59.0
1630699,Beauchamp,MarJon,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630699.png,Milwaukee Bucks,72,72.0,76.0,77.0,78.0,50.0,70.0,75.0,40.0,70.0,29.0,42.0,44.0,40.0,74.0,54.0,69.0,49.0,35.0,74.0,65.0,69.0,45.0,76.0,76.0,52.0,82.0,89.0,70.0,80.0,65.0,70.0,70.0,67.0,32.0,58.0,52.0
203086,Leonard,Meyers,False,https://cdn.nba.com/headshots/nba/latest/1040x760/203086.png,Milwaukee Bucks,72,86.0,80.0,81.0,84.0,70.0,55.0,70.0,70.0,70.0,52.0,38.0,52.0,45.0,36.0,70.0,43.0,32.0,55.0,45.0,70.0,59.0,60.0,43.0,38.0,65.0,72.0,76.0,62.0,80.0,30.0,32.0,26.0,57.0,34.0,76.0,85.0
1629623,Wigginton,Lindell,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1629623.png,Milwaukee Bucks,70,67.0,68.0,78.0,69.0,70.0,65.0,79.0,30.0,60.0,25.0,40.0,25.0,50.0,75.0,27.0,68.0,40.0,37.0,72.0,68.0,67.0,50.0,75.0,75.0,44.0,72.0,84.0,71.0,84.0,69.0,75.0,74.0,70.0,71.0,33.0,53.0
1630162,Edwards,Anthony,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630162.png,Minnesota Timberwolves,88,80.0,85.0,81.0,77.0,90.0,98.0,94.0,50.0,90.0,60.0,62.0,62.0,84.0,98.0,50.0,74.0,63.0,57.0,78.0,74.0,70.0,70.0,89.0,89.0,52.0,86.0,89.0,90.0,83.0,74.0,86.0,83.0,79.0,68.0,33.0,66.0
1626157,Towns,Karl-Anthony,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1626157.png,Minnesota Timberwolves,85,97.0,94.0,79.0,89.0,80.0,90.0,78.0,90.0,75.0,85.0,84.0,85.0,70.0,98.0,69.0,50.0,38.0,57.0,61.0,79.0,55.0,55.0,76.0,76.0,87.0,70.0,98.0,80.0,82.0,60.0,65.0,66.0,79.0,71.0,53.0,78.0
